"n","m","rmse","mae","cvrg90","cvrg95","nsd"
512,1,0.205043177208696,0.163162110731099,0.8715,0.928,4.6386840864318
512,2,0.190338438877395,0.152111201886702,0.8665,0.9215,4.30577502216426
512,4,0.184946849793282,0.147276154399903,0.86,0.922,4.18415884166374
512,8,0.181341908722498,0.144876413205725,0.861,0.92,4.10280449901526
1024,1,0.145311519771754,0.115213086267262,0.865,0.927,4.64987539286775
1024,2,0.1389244532024,0.110877971841869,0.855,0.918,4.44549225965832
1024,4,0.133536124699928,0.107193489644913,0.852,0.9165,4.27314281415255
1024,8,0.131535259925759,0.106035874776219,0.861,0.916,4.20912808149575
2048,1,0.103107088150688,0.0816839293522701,0.865,0.9225,4.66068338120508
2048,2,0.096569151868527,0.0764344804194332,0.8695,0.9205,4.36662500121889
2048,4,0.0934001657772039,0.0742844751865749,0.861,0.9205,4.22434222858329
2048,8,0.0912443851304724,0.0726044117498528,0.863,0.9225,4.12582937128917
4096,1,0.0725945640768126,0.0583834524920463,0.874,0.9305,4.64538148386401
4096,2,0.0675368350013467,0.054468588103169,0.875,0.932,4.32154326120096
4096,4,0.0650419927649614,0.0521772383807158,0.8735,0.9355,4.16146487687325
4096,8,0.0641228244865184,0.0514148360180223,0.875,0.9305,4.10229348512187
4096,16,0.063498211152622,0.0509597717163562,0.871,0.93,4.06213035436153
8192,1,0.0501217203620332,0.0398879966264372,0.8835,0.9355,4.53640703279588
8192,2,0.0474860484292264,0.0377173059128739,0.875,0.9285,4.29794081727039
8192,4,0.0456143540365553,0.0362448039997213,0.875,0.9295,4.12853791253614
8192,8,0.0445869606487561,0.0354384567253113,0.8775,0.9305,4.03554866279754
8192,16,0.0441282924153528,0.0349740926467472,0.8675,0.9325,3.99402500648476
16384,1,0.0345998095360736,0.0275733577614031,0.8865,0.9425,4.42877554488872
16384,2,0.0324746159502761,0.0258572074656539,0.8775,0.9365,4.1567442368651
16384,4,0.0316009113071083,0.0251219647439231,0.8805,0.934,4.04482041128915
16384,8,0.0309390143061841,0.0245517426919967,0.8785,0.932,3.96005310821217
16384,16,0.030712605764855,0.0244125491164686,0.877,0.932,3.93119823321737
