"n","m","rmse","mae","cvrg90","cvrg95","nsd"
512,1,0.20647142310454,0.163785648420934,0.873,0.933,4.67165629615872
512,2,0.19064845481929,0.152675653959605,0.873,0.9325,4.31385708840132
512,4,0.182926450036274,0.146660144013279,0.867,0.9215,4.13915149048444
512,8,0.178667275666997,0.143298888066946,0.874,0.923,4.04277522662374
1024,1,0.142756478236436,0.112419381110405,0.8615,0.925,4.56811725424005
1024,2,0.132502188483257,0.104890874408369,0.871,0.925,4.24006258153033
1024,4,0.12774331080279,0.101498142418346,0.878,0.924,4.08764203223348
1024,8,0.125424888541561,0.100015013719293,0.8725,0.9275,4.01350462586188
2048,1,0.0984069782446865,0.0782084679937059,0.8815,0.9375,4.44808275242224
2048,2,0.0915433942030523,0.0726951247330988,0.8835,0.94,4.13584172252197
2048,4,0.0878228179846456,0.0693196548933686,0.8795,0.937,3.967771966816
2048,8,0.0866878155973636,0.0685719316338768,0.879,0.935,3.9159521916737
4096,1,0.073272514901672,0.0588562938724059,0.8695,0.9285,4.68871838837083
4096,2,0.068967607832808,0.0553868336865621,0.8695,0.924,4.41378096174619
4096,4,0.0661813422554286,0.0531801610150659,0.866,0.9255,4.23560548797421
4096,8,0.0656240072217542,0.0524736042163148,0.862,0.9175,4.1999251686974
4096,16,0.0647370839176522,0.0516140900272646,0.863,0.9205,4.14313230202384
8192,1,0.0513294014482365,0.0409884440676527,0.8725,0.9255,4.63785444722436
8192,2,0.0480909575193073,0.0383293437974817,0.868,0.922,4.34638474265637
8192,4,0.0466314456442743,0.037281467724451,0.874,0.9245,4.21480992920005
8192,8,0.0456366100985772,0.0363869967131217,0.866,0.922,4.12481589135694
8192,16,0.0452605224957833,0.0360393320482691,0.8635,0.923,4.09006816084939
16384,1,0.0355408480849571,0.0282880349904163,0.868,0.925,4.54895454662063
16384,2,0.0334681322511895,0.0267527054335215,0.8765,0.922,4.28380689413795
16384,4,0.0322127471517953,0.0257216833893555,0.8685,0.9295,4.12322550598962
16384,8,0.0318350307219527,0.0254031539963529,0.865,0.924,4.07487188452021
16384,16,0.03152090511444,0.025102055124372,0.8645,0.924,4.03467585332665
