"n","m","rmse","mae","cvrg90","cvrg95","nsd"
512,1,0.20496056618236,0.16260659756272,0.861,0.921,4.62936805751392
512,2,0.192052399377744,0.152564551425549,0.868,0.918,4.33859157509314
512,4,0.184948627742784,0.147714506654388,0.8575,0.925,4.17839589480654
512,8,0.181596681821804,0.145245563289834,0.859,0.928,4.1028438972878
1024,1,0.138626395021977,0.110793298169977,0.8755,0.9385,4.43588147503607
1024,2,0.131360580338761,0.104695563613236,0.8765,0.9345,4.20328750340909
1024,4,0.126750435488092,0.100816524540624,0.8785,0.9335,4.05585852627758
1024,8,0.123370969938683,0.0981970359351404,0.8865,0.9345,3.94787041287432
2048,1,0.101341573438311,0.0803736730324713,0.8685,0.9275,4.58523465049917
2048,2,0.0957787203555387,0.0759373049120978,0.8665,0.9255,4.33282527891557
2048,4,0.0919909977169226,0.0729189870646805,0.862,0.924,4.16167530604434
2048,8,0.0894090883588159,0.0711292744562879,0.8675,0.9295,4.04536547790473
4096,1,0.0702606474026239,0.0565117381675909,0.8805,0.9375,4.4951890026292
4096,2,0.0663784680462182,0.0527116128948397,0.876,0.9245,4.24765129369474
4096,4,0.0640764192137121,0.0506666868942517,0.869,0.924,4.10071793154712
4096,8,0.0624301525586288,0.0494274398427835,0.8685,0.925,3.99521295338156
4096,16,0.061753012454362,0.048938636718037,0.869,0.924,3.95162000518296
8192,1,0.0510319303702602,0.0412191483084668,0.874,0.935,4.61796465514119
8192,2,0.0476917780761217,0.0385949919118905,0.869,0.9365,4.31650869249763
8192,4,0.0462191885865604,0.0372285391079613,0.8685,0.9275,4.1832806086151
8192,8,0.0454029374602061,0.0365989399400532,0.8685,0.9315,4.10931262565969
8192,16,0.0449173911512915,0.0361560704451782,0.864,0.9315,4.06538130873998
16384,1,0.0352210745806769,0.0278720155850392,0.88,0.936,4.50829191816037
16384,2,0.0331304844338465,0.0264499511456683,0.879,0.9355,4.2406020772424
16384,4,0.0320101342746349,0.0254886033216375,0.878,0.931,4.09713591447412
16384,8,0.0316351857431943,0.0252090112024616,0.8765,0.9275,4.04920179002056
16384,16,0.031109789432032,0.024708472560582,0.8805,0.93,3.98185411472014
